id,location_id,attention,address_1,address_2,city,region,state_province,postal_code,country,address_type
addr-899,loc-899,NA,2220 East 17th Street,NA,Des Moines,NA,IA,50316,US,physical
addr-900,loc-900,NA,1605 Rhomberg Avenue,NA,Waterloo,NA,IA,50703,US,physical
addr-901,loc-901,NA,4010 Kimmel Drive,NA,Davenport,NA,IA,52802,US,physical
addr-4441,loc-4441,NA,204 South Prairie Street,NA,Shell Rock,NA,IA,50670,US,physical
addr-4442,loc-4442,NA,706 Locust Street,NA,Dumont,NA,IA,50625,US,physical
addr-4443,loc-4443,NA,117 West Bremer Ave.,NA,Waverly,NA,IA,50677,US,physical
addr-4444,loc-4444,NA,117 West Bremer Avenue,NA,Waverly,NA,IA,50677,US,physical
addr-4445,loc-4445,NA,115 Woodbridge,NA,Nashua,NA,IA,50658,US,physical
addr-4446,loc-4446,NA,102 N Main Street,NA,Charles City,NA,IA,50616,US,physical
addr-4447,loc-4447,NA,1302 W. 11th Street,NA,Cedar Falls,NA,IA,50613,US,physical
addr-4448,loc-4448,NA,723 Washington St,NA,Cedar Falls,NA,IA,50613,US,physical
addr-4449,loc-4449,NA,705 Main Street,NA,Cedar Falls,NA,IA,50613,US,physical
addr-4450,loc-4450,NA,110 W. Railroad,NA,Storm Lake,NA,IA,50588,US,physical
addr-4451,loc-4451,NA,921 S. 2 nd Street,NA,Cherokee,NA,IA,51012,US,physical
addr-4452,loc-4452,NA,611 Clark Ave,NA,Ames,NA,IA,50010,US,physical
addr-4453,loc-4453,NA,411 Third Street (next to Bethlehem Lutheran Church),NA,Slater,NA,IA,50244,US,physical
addr-4454,loc-4454,NA,204 W Broad St,NA,Story City,NA,IA,50248,US,physical
addr-4455,loc-4455,NA,520 NW 36th St,NA,Ankeny,NA,IA,50023,US,physical
addr-4456,loc-4456,NA,439 Main Street,NA,Jewell,NA,IA,50130,US,physical
addr-4457,loc-4457,NA,207 Amanda Street,NA,Radcliffe,NA,IA,50230,US,physical
addr-4458,loc-4458,NA,354 Public Square,NA,Greenfield,NA,IA,50849,US,physical
addr-4459,loc-4459,NA,"2002 State Street, Suite 2",NA,Guthrie Center,NA,IA,50115,US,physical
addr-4460,loc-4460,NA,100 Cass Street,NA,Griswold,NA,IA,51535,US,physical
addr-4461,loc-4461,NA,5870 Merle Hay Road,NA,Johnston,NA,IA,50131,US,physical
addr-4462,loc-4462,NA,2309 Euclid Avenue,NA,Des Moines,NA,IA,50310,US,physical
addr-4463,loc-4463,NA,2220 E 17th Street,NA,Des Moines,NA,IA,50316,US,physical
addr-4464,loc-4464,NA,1618 6th Ave,NA,Des Moines,NA,IA,50314,US,physical
addr-4465,loc-4465,NA,1526 MLK Jr. Pkwy,NA,Des Moines,NA,IA,50314,US,physical
addr-4466,loc-4466,NA,1216 East 25th Court,NA,Des Moines,NA,IA,50317,US,physical
addr-4467,loc-4467,NA,1815 Hubbell Avenue,NA,Des Moines,NA,IA,50316,US,physical
addr-4468,loc-4468,NA,"7611 Douglas Ave., Ste. 35",NA,Urbandale,NA,IA,50322,US,physical
addr-4469,loc-4469,NA,1420 Mulberry Street,NA,Des Moines,NA,IA,50309,US,physical
addr-4470,loc-4470,NA,322 West 3rd,NA,Carroll,NA,IA,51401,US,physical
addr-4471,loc-4471,NA,804 N. Main,NA,Carroll,NA,IA,51401,US,physical
addr-4472,loc-4472,NA,1212 8th Avenue,NA,Belle Plaine,NA,IA,52208,US,physical
addr-4473,loc-4473,NA,811 D Ave.,NA,Vinton,NA,IA,52349,US,physical
addr-4474,loc-4474,NA,210 South Main Street,NA,North English,NA,IA,52316,US,physical
addr-4475,loc-4475,NA,North Garry Owen Hall,NA,Bernard,NA,IA,52032,US,physical
addr-4476,loc-4476,NA,3145 Cedar Crest Ridge,NA,Dubuque,NA,IA,52003,US,physical
addr-4477,loc-4477,NA,398 Main,NA,Dubuque,NA,IA,52001,US,physical
addr-4478,loc-4478,NA,1099 Iowa Street,NA,Dubuque,NA,IA,52001,US,physical
addr-4479,loc-4479,NA,1199 Main,NA,Dubuque,NA,IA,52001,US,physical
addr-4480,loc-4480,NA,1351 Iowa Street,NA,Dubuque,NA,IA,52001,US,physical
addr-4481,loc-4481,NA,1598 Jackson Street,NA,Dubuque,NA,IA,52001,US,physical
addr-4482,loc-4482,NA,3100 Windsor Ave.,NA,Dubuque,NA,IA,52001,US,physical
addr-4483,loc-4483,NA,3100 Windsor,NA,Dubuque,NA,IA,52001,US,physical
addr-4484,loc-4484,NA,2204 Grant St,NA,Bettendorf,NA,IA,52722,US,physical
addr-4487,loc-4487,NA,415 W 53rd Street,NA,Davenport,NA,IA,52806,US,physical
addr-4490,loc-4490,NA,1008 W. 6th Street,NA,Davenport,NA,IA,52802,US,physical
addr-4491,loc-4491,NA,1018 26 th,NA,Perry,NA,IA,50220,US,physical
addr-4492,loc-4492,NA,215 S 4th Street,NA,Forest City,NA,IA,50436,US,physical
addr-4493,loc-4493,NA,2930 W Locust Street,NA,Davenport,NA,IA,52804,US,physical
addr-4497,loc-4497,NA,700 Division St.,NA,Burlington,NA,IA,52601,US,physical
addr-4500,loc-4500,NA,21589 Highway 79,NA,Danville,NA,IA,52623,US,physical
addr-4505,loc-4505,NA,204 2 nd Avenue E.,NA,Cresco,NA,IA,52136,US,physical
addr-4506,loc-4506,NA,417 N. Sherman Avenue,NA,New Hampton,NA,IA,50659,US,physical
addr-4508,loc-4508,NA,107 E Water Street,NA,Fayette,NA,IA,52142,US,physical
addr-4509,loc-4509,NA,119 N. Center Street,NA,Lake City,NA,IA,51449,US,physical
addr-4510,loc-4510,NA,412 5th Street,NA,Rockwell City,NA,IA,50579,US,physical
addr-4511,loc-4511,NA,304 Ash Street,NA,Lohrville,NA,IA,51453,US,physical
addr-4512,loc-4512,NA,2410 Melrose Drive,NA,Cedar Falls,NA,IA,50613,US,physical
addr-4513,loc-4513,NA,3929 Richland Drive,NA,Waterloo,NA,IA,50701,US,physical
addr-4514,loc-4514,NA,311 Irving Street,NA,Waterloo,NA,IA,50703,US,physical
addr-4515,loc-4515,NA,1510 Logan Ave,NA,Waterloo,NA,IA,50703,US,physical
addr-4516,loc-4516,NA,1535 Lafayette Street,NA,Waterloo,NA,IA,50704,US,physical
addr-4517,loc-4517,NA,1605 Lafayette Street,NA,Waterloo,NA,IA,50703,US,physical
addr-4518,loc-4518,NA,1651 Sycamore Street,NA,Waterloo,NA,IA,50703,US,physical
addr-4519,loc-4519,NA,310 5th Street SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-4520,loc-4520,NA,1030 5th Ave. SE.,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-4521,loc-4521,NA,610 31st ST SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-4522,loc-4522,NA,420 6th Street SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-4523,loc-4523,NA,1700 B Ave NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-4524,loc-4524,NA,928 7th Street SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-4525,loc-4525,NA,1000 C Ave. NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-4526,loc-4526,NA,1700 B Avenue NE,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-4527,loc-4527,NA,3211 Edgewood Rd SW,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-4528,loc-4528,NA,4403 1st Ave. SE,NA,Cedar Rapids,NA,IA,52314,US,physical
addr-4529,loc-4529,NA,923 W. State St.,NA,Clarinda,NA,IA,51632,US,physical
addr-4530,loc-4530,NA,606 N. Monroe,NA,Mason City,NA,IA,50401,US,physical
addr-4531,loc-4531,NA,122 South Adams Ave,NA,Mason City,NA,IA,50402,US,physical
addr-4532,loc-4532,NA,324 29th Street SW,NA,Mason City,NA,IA,50401,US,physical
addr-4533,loc-4533,NA,94 9th Street North,NA,Northwood,NA,IA,50459,US,physical
addr-4534,loc-4534,NA,1605 13 th Ave. No,NA,Clinton,NA,IA,52732,US,physical
addr-4535,loc-4535,NA,100 6 th Ave. No.,NA,Clinton,NA,IA,52732,US,physical
addr-4536,loc-4536,NA,816 13 th Avenue,NA,Clinton,NA,IA,52732,US,physical
addr-4537,loc-4537,NA,100 South 2nd Street,NA,Clinton,NA,IA,52732,US,physical
addr-4538,loc-4538,NA,210 No 13th Street,NA,Clinton,NA,IA,52732,US,physical
addr-4542,loc-4542,NA,615 8 th Street,NA,DeWitt,NA,IA,52742,US,physical
addr-4543,loc-4543,NA,204 N. Anna St,NA,Preston,NA,IA,52069,US,physical
addr-4544,loc-4544,NA,2190 NW 82nd Street,NA,Clive,NA,IA,50325,US,physical
addr-4545,loc-4545,NA,2400 86th Street,NA,Des Moines,NA,IA,50322,US,physical
addr-4546,loc-4546,NA,1155 SE Boone Drive,NA,Waukee,NA,IA,50263,US,physical
addr-4547,loc-4547,NA,2037 Grand Ave,NA,West Des Moines,NA,IA,50265,US,physical
addr-4548,loc-4548,NA,139 6th St,NA,West Des Moines,NA,IA,50265,US,physical
addr-4549,loc-4549,NA,PO Box 33,NA,Colfax,NA,IA,50054,US,physical
addr-4550,loc-4550,NA,30 N 2nd Ave E,NA,Newton,NA,IA,50208,US,physical
addr-4551,loc-4551,NA,115 S. Main,NA,Monroe,NA,IA,50170,US,physical
addr-4552,loc-4552,NA,1203 Hartford Ave.,NA,Des Moines,NA,IA,50315,US,physical
addr-4553,loc-4553,NA,125 N Madison Street,NA,Iowa City,NA,IA,52242,US,physical
addr-4554,loc-4554,NA,722 East College Street,NA,Iowa City,NA,IA,52240,US,physical
addr-4555,loc-4555,NA,400 Stephans St.,NA,Tiffin,NA,IA,52340,US,physical
addr-4556,loc-4556,NA,1121 Gilbert Court,NA,Iowa City,NA,IA,52240,US,physical
addr-4557,loc-4557,NA,89 North Jones Boulevard,NA,North Liberty,NA,IA,52317,US,physical
addr-4558,loc-4558,NA,122 N West Street,NA,Solon,NA,IA,52333,US,physical
addr-4559,loc-4559,NA,201 East Main,NA,West Branch,NA,IA,52358,US,physical
addr-4560,loc-4560,NA,1595 Dows St.,NA,Ely,NA,IA,52227,US,physical
addr-4561,loc-4561,NA,1808 5th Avenue,NA,Council Bluffs,NA,IA,51501,US,physical
addr-4562,loc-4562,NA,1808 5th Ave,NA,Council Bluffs,NA,IA,51501,US,physical
addr-4563,loc-4563,NA,600 South Main Street,NA,Council Bluffs,NA,IA,51501,US,physical
addr-4564,loc-4564,NA,720 Old Lincoln Hwy,NA,Crescent,NA,IA,51526,US,physical
addr-4576,loc-4576,NA,203 N. Jefferson Street,NA,Mount Pleasant,NA,IA,52641,US,physical
addr-4577,loc-4577,NA,Corner of College & Estes,NA,Iowa Falls,NA,IA,50126,US,physical
addr-4578,loc-4578,NA,408 College Ave.,NA,Iowa Falls,NA,IA,50126,US,physical
addr-4579,loc-4579,NA,637 S. Oak St,NA,Iowa Falls,NA,IA,50126,US,physical
addr-4580,loc-4580,NA,1201 14 th Ave.,NA,Eldora,NA,IA,50624,US,physical
addr-4582,loc-4582,NA,1606 G Avenue,NA,Grundy Center,NA,IA,50638,US,physical
addr-4583,loc-4583,NA,807 3rd Street,NA,Durant,NA,IA,52747,US,physical
addr-4584,loc-4584,NA,607 Lynn Street,NA,Tipton,NA,IA,52772,US,physical
addr-4585,loc-4585,NA,102 W. Washington,NA,Wheatland,NA,IA,52777,US,physical
addr-4586,loc-4586,NA,508 South 1 st Street,NA,Estherville,NA,IA,51334,US,physical
addr-4587,loc-4587,NA,1575 18th Street,NA,Spirit Lake,NA,IA,51360,US,physical
addr-4588,loc-4588,NA,2512 Hwy Blvd.,NA,Spencer,NA,IA,51301,US,physical
addr-4592,loc-4592,NA,303 N. 4th Street,NA,Fairfield,NA,IA,52556,US,physical
addr-4593,loc-4593,NA,31 First Avenue NE,NA,Oelwein,NA,IA,50662,US,physical
addr-4594,loc-4594,NA,201 2nd Ave NE,NA,Independence,NA,IA,50644,US,physical
addr-4595,loc-4595,NA,1208 E. Main Street,NA,Manchester,NA,IA,52057,US,physical
addr-4598,loc-4598,NA,1325 1st Ave.  South,NA,Fort Dodge,NA,IA,50501,US,physical
addr-4599,loc-4599,NA,127 North 10th Street,NA,Fort Dodge,NA,IA,50501,US,physical
addr-4600,loc-4600,NA,1315 10th Avenue SW,NA,Fort Dodge,NA,IA,50501,US,physical
addr-4601,loc-4601,NA,1108 13th Ave,NA,Manson,NA,IA,50563,US,physical
addr-4602,loc-4602,NA,711 Seneca Street,NA,Webster City,NA,IA,50595,US,physical
addr-4603,loc-4603,NA,1417 12th Street,NA,Hawarden,NA,IA,51023,US,physical
addr-4604,loc-4604,NA,900 6th Street SW,NA,Le Mars,NA,IA,51031,US,physical
addr-4605,loc-4605,NA,315 S. Main St.,NA,Inwood,NA,IA,51240,US,physical
addr-4606,loc-4606,NA,1320 3rd Ave SE,NA,Le Mars,NA,IA,51031,US,physical
addr-4609,loc-4609,NA,501 Sycamore Street,NA,La Porte City,NA,IA,50651,US,physical
addr-4610,loc-4610,NA,121 Main Street,NA,Readlyn,NA,IA,50668,US,physical
addr-4616,loc-4616,NA,108 S Washington Street,NA,Lisbon,NA,IA,52253,US,physical
addr-4617,loc-4617,NA,423 2nd Street,NA,Kellogg,NA,IA,50135,US,physical
addr-4618,loc-4618,NA,104 S. Columbus St.,NA,Pleasantville,NA,IA,50225,US,physical
addr-4619,loc-4619,NA,6100 Morningside Avenue,NA,Sioux City,NA,IA,51106,US,physical
addr-4620,loc-4620,NA,700 South Martha Street,NA,Sioux City,NA,IA,51106,US,physical
addr-4621,loc-4621,NA,1735 Morningside Avenue,NA,Sioux City,NA,IA,51106,US,physical
addr-4622,loc-4622,NA,2700 Leech Avenue,NA,Sioux City,NA,IA,51106,US,physical
addr-4623,loc-4623,NA,903 Topaz Drive,NA,Sergeant Bluff,NA,IA,51054,US,physical
addr-4624,loc-4624,NA,106 S. Cedar Street,NA,Lamoni,NA,IA,50140,US,physical
addr-4625,loc-4625,NA,430 3rd St,NA,Murray,NA,IA,50174,US,physical
addr-4626,loc-4626,NA,114 S. Fillmore Street,NA,Osceola,NA,IA,50213,US,physical
addr-4627,loc-4627,NA,802 N Jackson Street,NA,Osceola,NA,IA,50213,US,physical
addr-4628,loc-4628,NA,3939 Cheyenne Blvd,NA,Sioux City,NA,IA,51104,US,physical
addr-4629,loc-4629,NA,1315 Indian Hills Drive,NA,Sioux City,NA,IA,51104,US,physical
addr-4630,loc-4630,NA,1915 Nebraska Street,NA,Sioux City,NA,IA,51104,US,physical
addr-4631,loc-4631,NA,1313 11th Street Suite 1,NA,Sioux City,NA,IA,51105,US,physical
addr-4632,loc-4632,NA,401 9th Street,NA,Sioux City,NA,IA,51101,US,physical
addr-4633,loc-4633,NA,1691 Airport Road,NA,Marion,NA,IA,52302,US,physical
addr-4634,loc-4634,NA,802 12th Street,NA,Marion,NA,IA,52302,US,physical
addr-4635,loc-4635,NA,"107 N 4th Ave., Ste 7",NA,Logan,NA,IA,51546,US,physical
addr-4636,loc-4636,NA,2102 Liberty Ave,NA,Missouri Valley,NA,IA,51555,US,physical
addr-4637,loc-4637,NA,106 Lincoln Street,NA,Minden,NA,IA,51553,US,physical
addr-4638,loc-4638,NA,401 Main Street,NA,Lost Nation,NA,IA,52254,US,physical
addr-4639,loc-4639,NA,107 N. Washington Street,NA,Wyoming,NA,IA,52362,US,physical
addr-4640,loc-4640,NA,315 Main St,NA,Mapleton,NA,IA,51034,US,physical
addr-4645,loc-4645,NA,4380 Wakonda Dr.,NA,Norwalk,NA,IA,50211,US,physical
addr-4646,loc-4646,NA,705 West Main Street,NA,Ottumwa,NA,IA,52501,US,physical
addr-4647,loc-4647,NA,100 W. Hill Street,NA,Saint Olaf,NA,IA,52072,US,physical
addr-4648,loc-4648,NA,12 1 st Ave. NW,NA,Waukon,NA,IA,52172,US,physical
addr-4649,loc-4649,NA,1125 West Main #39,NA,Waukon,NA,IA,52172,US,physical
addr-4651,loc-4651,NA,500 Bluff Street,NA,Sioux City,NA,IA,51103,US,physical
addr-4654,loc-4654,NA,1415 Villa Avenue,NA,Sioux City,NA,IA,51103,US,physical
addr-4655,loc-4655,NA,4900 War Eagle Drive,NA,Sioux City,NA,IA,51109,US,physical
addr-172248,loc-172248,NA,2363 W. 3rd Street,NA,Davenport,NA,IA,52802,US,physical
addr-172423,loc-172423,NA,430 3rd St.,NA,Murray,NA,IA,50174,US,physical
addr-172699,loc-172699,NA,122 S Adams Ave,NA,Mason City,NA,IA,50401,US,physical
addr-172854,loc-172854,NA,N. 6th St. & W. Briggs Ave.,NA,Fairfield,NA,IA,52556,US,physical
addr-172917,loc-172917,NA,101 Lyons Park,NA,AGENCY,NA,IA,52530,US,physical
addr-173035,loc-173035,NA,1017 7th St,NA,Harlan,NA,IA,51537,US,physical
addr-173345,loc-173345,NA,202 E. 4th,NA,Ottumwa,NA,IA,52501,US,physical
addr-173730,loc-173730,NA,201 S. 4th St.,NA,Farmington,NA,IA,52626,US,physical
addr-173975,loc-173975,NA,1612 Avenue D,NA,Council Bluffs,NA,IA,51501,US,physical
addr-174675,loc-174675,NA,1006 N Vine St,NA,Jefferson,NA,IA,50129,US,physical
addr-174780,loc-174780,NA,18140 Co. Rd. T61,NA,Unionville,NA,IA,52594,US,physical
addr-174949,loc-174949,NA,505 W. Main St.,NA,Ottumwa,NA,IA,52501,US,physical
addr-175192,loc-175192,NA,709 Wisconsin St.,NA,Le Claire,NA,IA,52753,US,physical
addr-175624,loc-175624,NA,Mahaska Community Center,NA,Barnes City,NA,IA,50027,US,physical
addr-177056,loc-177056,NA,Emmaus House,NA,Urbandale,NA,IA,50322,US,physical
addr-177153,loc-177153,NA,110 Willow,NA,Dunlap,NA,IA,51529,US,physical
addr-177490,loc-177490,NA,Hope House Ministries – Oakland Church of the Nazarene,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-178749,loc-178749,NA,1000 Oregon Street,NA,Muscatine,NA,IA,52761,US,physical
addr-178909,loc-178909,NA,3415 W Broadway # B,NA,Council Bluffs,NA,IA,51501,US,physical
addr-178959,loc-178959,NA,520 Army Post Rd,NA,Des Moines,NA,IA,50315,US,physical
addr-179000,loc-179000,NA,302 N West St,NA,Carroll,NA,IA,51401,US,physical
addr-179055,loc-179055,NA,7901 Douglas Ave,NA,Urbandale,NA,IA,50322,US,physical
addr-179061,loc-179061,NA,613 W North St,NA,Madrid,NA,IA,50156,US,physical
addr-179071,loc-179071,NA,517 SW Des Moines St,NA,Ankeny,NA,IA,50023,US,physical
addr-179126,loc-179126,NA,1306 Beyer Hall,NA,Ames,NA,IA,50011,US,physical
addr-179293,loc-179293,NA,305 S Walnut,NA,Ottumwa,NA,IA,52501,US,physical
addr-179325,loc-179325,NA,219 1st Avenue,NA,Clinton,NA,IA,52732,US,physical
addr-179326,loc-179326,NA,714 10th Ave E,NA,Spencer,NA,IA,51301,US,physical
addr-179668,loc-179668,NA,1230 Merle Hay Rd,NA,Des Moines,NA,IA,50311,US,physical
addr-179688,loc-179688,NA,104 S Columbus St,NA,Pleasantville,NA,IA,50225,US,physical
addr-179691,loc-179691,NA,1402 Hull St.,NA,Corning,NA,IA,50841,US,physical
addr-179701,loc-179701,NA,2625 Hubbell Ave,NA,Des Moines,NA,IA,50317,US,physical
addr-179777,loc-179777,NA,2402 West Kimberly Road,NA,Davenport,NA,IA,52806,US,physical
addr-179793,loc-179793,NA,1019 S Grand Ave #4,NA,Spencer,NA,IA,51301,US,physical
addr-179954,loc-179954,NA,3000 E Willis Ave,NA,Perry,NA,IA,50220,US,physical
addr-180067,loc-180067,NA,106 W South St,NA,Richland,NA,IA,52585,US,physical
addr-180123,loc-180123,NA,201 E Main St,NA,Exira,NA,IA,50076,US,physical
addr-180126,loc-180126,NA,2309 Euclid Ave.,NA,Des Moines,NA,IA,50310,US,physical
addr-180287,loc-180287,NA,215 2nd St,NA,Cambridge,NA,IA,50046,US,physical
addr-180349,loc-180349,NA,925 Jordan Creek Pkwy,NA,West Des Moines,NA,IA,50266,US,physical
addr-180376,loc-180376,NA,508 2nd Ave N,NA,Clear Lake,NA,IA,50428,US,physical
addr-180402,loc-180402,NA,109 E Clinton Ave,NA,Indianola,NA,IA,50125,US,physical
addr-180475,loc-180475,NA,112 N Walnut St,NA,Glenwood,NA,IA,51534,US,physical
addr-180477,loc-180477,NA,1315 10th Ave SW,NA,Fort Dodge,NA,IA,50501,US,physical
addr-180517,loc-180517,NA,701 25th St NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-180629,loc-180629,NA,107 West State St,NA,Marshalltown,NA,IA,50158,US,physical
addr-180667,loc-180667,NA,1309 W. Washington,NA,Centerville,NA,IA,52544,US,physical
addr-180746,loc-180746,NA,855 Maben Ave,NA,Garner,NA,IA,50438,US,physical
addr-180812,loc-180812,NA,328 N. Main St.,NA,Seymour,NA,IA,52590,US,physical
addr-180884,loc-180884,NA,215 N 11th St,NA,Adel,NA,IA,50003,US,physical
addr-180919,loc-180919,NA,203 W. 4th St.,NA,Ottumwa,NA,IA,52501,US,physical
addr-180925,loc-180925,NA,1402 Hull St.,NA,Corning,NA,IA,50841,US,physical
addr-180992,loc-180992,NA,1143 325th St,NA,Bussey,NA,IA,50256,US,physical
addr-181008,loc-181008,NA,205 South D St,NA,Oskaloosa,NA,IA,52577,US,physical
addr-181086,loc-181086,NA,206 W Main St,NA,Lake City,NA,IA,51449,US,physical
addr-181120,loc-181120,NA,810 W Robinson,NA,Knoxville,NA,IA,50138,US,physical
addr-181305,loc-181305,NA,203 N Jefferson St.,NA,Corydon,NA,IA,50060,US,physical
addr-181427,loc-181427,NA,902 West Platt Street,NA,Maquoketa,NA,IA,52060,US,physical
addr-181493,loc-181493,NA,31 S. 30th St.,NA,Keokuk,NA,IA,52632,US,physical
addr-181526,loc-181526,NA,1110 11th St,NA,Nevada,NA,IA,50201,US,physical
addr-181529,loc-181529,NA,313 Story St,NA,Council Bluffs,NA,IA,51503,US,physical
addr-181812,loc-181812,NA,201 N. Court St.,NA,Fairfield,NA,IA,52556,US,physical
addr-181989,loc-181989,NA,301 N 2nd Ave E,NA,Newton,NA,IA,50208,US,physical
addr-182133,loc-182133,NA,2190 NW 82nd St.,NA,Clive,NA,IA,50325,US,physical
addr-182141,loc-182141,NA,2326 Euclid Ave,NA,Des Moines,NA,IA,50310,US,physical
addr-182156,loc-182156,NA,303 Gallup Rd E Hwy 30,NA,Jefferson,NA,IA,50129,US,physical
addr-182244,loc-182244,NA,203 Elm St,NA,Farmington,NA,IA,52626,US,physical
addr-182271,loc-182271,NA,710 Wash. Ave. E.,NA,Albia,NA,IA,52531,US,physical
addr-182286,loc-182286,NA,808 North Harrison Street,NA,Davenport,NA,IA,52803,US,physical
addr-182294,loc-182294,NA,1310 6th Ave,NA,Des Moines,NA,IA,50314,US,physical
addr-182455,loc-182455,NA,615 S Jefferson,NA,Sigourney,NA,IA,52591,US,physical
addr-182570,loc-182570,NA,2811 E. 14th St.,NA,Des Moines,NA,IA,50316,US,physical
addr-182768,loc-182768,NA,1700 State Street,NA,Bellevue,NA,IA,52031,US,physical
addr-182880,loc-182880,NA,"5870 Merle Hay Road, Suite C",NA,Johnston,NA,IA,50131,US,physical
addr-183089,loc-183089,NA,1305 W Jefferson,NA,Winterset,NA,IA,50273,US,physical
addr-183414,loc-183414,NA,310 West Church Street,NA,Gilman,NA,IA,50106,US,physical
addr-183430,loc-183430,NA,700 W Colorado St,NA,Osceola,NA,IA,50213,US,physical
addr-183583,loc-183583,NA,602 8th St.,NA,Bonaparte,NA,IA,52620,US,physical
addr-183610,loc-183610,NA,127 N 10th St,NA,Fort Dodge,NA,IA,50501,US,physical
addr-183615,loc-183615,NA,Beyer Hall,NA,Ames,NA,IA,50011,US,physical
addr-183617,loc-183617,NA,413 West St,NA,New Virginia,NA,IA,50210,US,physical
addr-183689,loc-183689,NA,1400 NW. 100th St.,NA,Clive,NA,IA,50325,US,physical
addr-183730,loc-183730,NA,607 Madison St,NA,Bedford,NA,IA,50833,US,physical
addr-183920,loc-183920,NA,606 Greene St,NA,Boone,NA,IA,50036,US,physical
addr-184125,loc-184125,NA,2323 Willis Ave,NA,Perry,NA,IA,50220,US,physical
addr-184149,loc-184149,NA,3010 6th Ave.,NA,Des Moines,NA,IA,50313,US,physical
addr-184471,loc-184471,NA,109 Tracy St,NA,Audubon,NA,IA,50025,US,physical
addr-184492,loc-184492,NA,1111 W 16th St,NA,Pella,NA,IA,50219,US,physical
addr-184744,loc-184744,NA,1260 29th St,NA,Marion,NA,IA,52302,US,physical
addr-184803,loc-184803,NA,818 5th Avenue,NA,Des Moines,NA,IA,50309,US,physical
addr-184804,loc-184804,NA,602 3rd St SW,NA,Altoona,NA,IA,50009,US,physical
addr-184879,loc-184879,NA,230 SE 16th St,NA,Ames,NA,IA,50010,US,physical
addr-184919,loc-184919,NA,100 Army Post Road,NA,Des Moines,NA,IA,50315,US,physical
addr-184955,loc-184955,NA,131 Ninth St,NA,West Des Moines,NA,IA,50265,US,physical
addr-185008,loc-185008,NA,501 Church St,NA,Early,NA,IA,50535,US,physical
addr-185121,loc-185121,NA,2733 Ave. N.,NA,Fort Madison,NA,IA,52627,US,physical
addr-185126,loc-185126,NA,94 9th St N,NA,Northwood,NA,IA,50459,US,physical
addr-185159,loc-185159,NA,111 N Green St,NA,Ottumwa,NA,IA,52501,US,physical
addr-185174,loc-185174,NA,100 High St,NA,Blakesburg,NA,IA,52536,US,physical
addr-185264,loc-185264,NA,302 N Lincoln,NA,Mount Ayr,NA,IA,50854,US,physical
addr-185343,loc-185343,NA,136 Brovan Blvd,NA,Evansdale,NA,IA,50707,US,physical
addr-185392,loc-185392,NA,1104 Morningview Dr,NA,Harlan,NA,IA,51537,US,physical
addr-185433,loc-185433,NA,One Triton Circle,NA,Fort Dodge,NA,IA,50501,US,physical
addr-185586,loc-185586,NA,Community Center N Eaton Ave,NA,Humeston,NA,IA,50123,US,physical
addr-185630,loc-185630,NA,400 Willow,NA,Council Bluffs,NA,IA,51503,US,physical
addr-185637,loc-185637,NA,221 S. Clinton St.,NA,Albia,NA,IA,52531,US,physical
addr-185672,loc-185672,NA,2401 1st Ave E,NA,Newton,NA,IA,50208,US,physical
addr-185708,loc-185708,NA,417 Wyoming Ave,NA,Creston,NA,IA,50801,US,physical
addr-185738,loc-185738,NA,2207 38th Ave N,NA,Clinton,NA,IA,52732,US,physical
addr-185757,loc-185757,NA,2 SW 9th St,NA,Des Moines,NA,IA,50309,US,physical
addr-185790,loc-185790,NA,1312 Maple St,NA,West Des Moines,NA,IA,50265,US,physical
addr-185874,loc-185874,NA,1229 Kathy Lane,NA,Webster City,NA,IA,50595,US,physical
addr-185884,loc-185884,NA,4020 Hickory Grove Rd.,NA,Davenport,NA,IA,52806,US,physical
addr-185978,loc-185978,NA,113 5th Ave East,NA,Leland,NA,IA,50453,US,physical
addr-186151,loc-186151,NA,300 E. Montgomery Street,NA,Creston,NA,IA,50801,US,physical
addr-186441,loc-186441,NA,110 S Main St,NA,Lenox,NA,IA,50851,US,physical
addr-186481,loc-186481,NA,1672 NW Blvd,NA,Sibley,NA,IA,51249,US,physical
addr-186539,loc-186539,NA,126 W State St,NA,Colfax,NA,IA,50054,US,physical
addr-186553,loc-186553,NA,1303 W. Washington St,NA,Mt. Pleasant,NA,IA,52641,US,physical
addr-186670,loc-186670,NA,219 NW 2nd Street,NA,Stuart,NA,IA,50250,US,physical
addr-186680,loc-186680,NA,315 N Main Street,NA,Wheatland,NA,IA,52777,US,physical
addr-186815,loc-186815,NA,18140 Country Road T61,NA,Unionville,NA,IA,52594,US,physical
addr-186867,loc-186867,NA,302 5th Ave NE,NA,Hampton,NA,IA,50441,US,physical
